Date Time,Baudrate,Data analog1,Data analog2
2020 06 15 16:06:51,115200,19,83
2020 06 15 16:06:52,115200,19,83
2020 06 15 16:06:52,115200,19,83
2020 06 15 16:06:53,115200,19,83
2020 06 15 16:06:53,115200,19,83
2020 06 15 16:06:54,115200,19,83
2020 06 15 16:06:54,115200,19,83
2020 06 15 16:06:55,115200,19,83
2020 06 15 16:06:55,115200,19,83
2020 06 15 16:06:56,115200,19,83
2020 06 15 16:06:56,115200,19,83
2020 06 15 16:06:57,115200,19,83
2020 06 15 16:06:57,115200,19,83
